Regi¢n,PA,Nombre,Provincia,Distrito,Corregimiento,Tipo UM,Latitude,Longitude,Fecha de Activaci¢n
2,620,Proyecto Curund£ Torre 15 Edificio B,Panam†,Panam†,Curund£,PMP,8.969196,-79.545965,23/06/17
2,621,Proyecto Curund£ Torre 16 Edificio A,Panam†,Panam†,Curund£,PMP,8.968922,-79.545719,23/06/17
2,622,Proyecto Curund£ Torre 16 Edificio B,Panam†,Panam†,Curund£,PMP,8.968214,-79.545915,23/06/17
2,623,Proyecto Curund£ Torre 17 Edificio A,Panam†,Panam†,Curund£,PMP,8.968788,-79.545164,26/06/17
2,624,Proyecto Curund£ Torre 17 Edificio B,Panam†,Panam†,Curund£,PMP,8.969407,-79.545998,26/06/17
2,625,Proyecto Curund£ Torre 18 Edificio A,Panam†,Panam†,Curund£,PMP,8.96851,-79.544559,26/06/17
2,626,Proyecto Curund£ Torre 18 Edificio B,Panam†,Panam†,Curund£,PMP,8.96851,-79.544559,26/06/17
2,627,Proyecto Curund£ Torre 18 Edificio C,Panam†,Panam†,Curund£,PMP,8.96851,-79.544559,26/06/17
2,628,Proyecto Curund£ Torre 19 Edificio A,Panam†,Panam†,Curund£,PMP,8.968052,-79.544708,26/06/17
2,629,Proyecto Curund£ Torre 19 Edificio B,Panam†,Panam†,Curund£,PMP,8.968052,-79.544708,26/06/17
2,630,Proyecto Curund£ Torre 19 Edificio C,Panam†,Panam†,Curund£,PMP,8.968052,-79.544708,26/06/17
2,631,Proyecto Curund£ Torre 2 Edificio A,Panam†,Panam†,Curund£,PMP,8.970458,-79.543995,29/06/17
2,632,Proyecto Curund£ Torre 2 Edificio B,Panam†,Panam†,Curund£,PMP,8.970458,-79.543995,29/06/17
2,633,Proyecto Curund£ Torre 2 Edificio C,Panam†,Panam†,Curund£,PMP,8.970458,-79.543995,29/06/17
2,634,Proyecto Curund£ Torre 20 Edificio A,Panam†,Panam†,Curund£,PMP,8.968019,-79.545192,30/06/17
2,635,Proyecto Curund£ Torre 20 Edificio B,Panam†,Panam†,Curund£,PMP,8.968019,-79.545192,18/07/17
2,636,Proyecto Curund£ Torre 21 Edificio A,Panam†,Panam†,Curund£,PMP,8.968489,-79.545716,30/06/17
2,637,Proyecto Curund£ Torre 21 Edificio B,Panam†,Panam†,Curund£,PMP,8.968489,-79.545716,03/07/17
2,638,Proyecto Curund£ Torre 21 Edificio C,Panam†,Panam†,Curund£,PMP,8.968489,-79.545716,03/07/17
2,639,Proyecto Curund£ Torre 22 Edificio A,Panam†,Panam†,Curund£,PMP,8.968489,-79.545716,28/06/17
2,640,Proyecto Curund£ Torre 22 Edificio B,Panam†,Panam†,Curund£,PMP,8.968489,-79.545716,28/06/17
2,641,Proyecto Curund£ Torre 23 Edificio A,Panam†,Panam†,Curund£,PMP,8.96879,-79.546623,18/07/17
2,642,Proyecto Curund£ Torre 23 Edificio B,Panam†,Panam†,Curund£,PMP,8.96879,-79.546623,18/07/17
2,643,Proyecto Curund£ Torre 23 Edificio C,Panam†,Panam†,Curund£,PMP,8.96879,-79.546623,28/06/17
2,644,Proyecto Curund£ Torre 24 Edificio A,Panam†,Panam†,Curund£,PMP,8.96879,-79.546623,27/06/17
2,645,Proyecto Curund£ Torre 24 Edificio B,Panam†,Panam†,Curund£,PMP,8.96879,-79.546623,03/07/17
2,646,Proyecto Curund£ Torre 24 Edificio C,Panam†,Panam†,Curund£,PMP,8.96879,-79.546623,28/06/17
2,647,Proyecto Curund£ Torre 25 Edificio A,Panam†,Panam†,Curund£,PMP,8.967926,-79.5461,18/07/17
2,648,Proyecto Curund£ Torre 25 Edificio B,Panam†,Panam†,Curund£,PMP,8.967926,-79.5461,27/06/17
2,649,Proyecto Curund£ Torre 26 Edificio A,Panam†,Panam†,Curund£,PMP,8.968547,-79.546845,03/07/17
2,650,Proyecto Curund£ Torre 26 Edificio B,Panam†,Panam†,Curund£,PMP,8.968547,-79.546845,03/07/17
2,651,Proyecto Curund£ Torre 26 Edificio C,Panam†,Panam†,Curund£,PMP,8.968547,-79.546845,03/07/17
2,652,Proyecto Curund£ Torre 3 Edificio A,Panam†,Panam†,Curund£,PMP,8.970685,-79.544271,26/06/17
2,653,Proyecto Curund£ Torre 3 Edificio B,Panam†,Panam†,Curund£,PMP,8.970685,-79.544271,26/06/17
2,654,Proyecto Curund£ Torre 4 Edificio A,Panam†,Panam†,Curund£,PMP,8.970591,-79.544307,29/06/17
2,655,Proyecto Curund£ Torre 4 Edificio B,Panam†,Panam†,Curund£,PMP,8.970591,-79.544307,29/06/17
2,656,Proyecto Curund£ Torre 4 Edificio C,Panam†,Panam†,Curund£,PMP,8.970591,-79.544307,29/06/17
2,657,Proyecto Curund£ Torre 5 Edificio A,Panam†,Panam†,Curund£,PMP,8.970415,-79.544092,29/06/17
2,658,Proyecto Curund£ Torre 5 Edificio B,Panam†,Panam†,Curund£,PMP,8.970415,-79.544092,29/06/17
2,659,Proyecto Curund£ Torre 6 Edificio A,Panam†,Panam†,Curund£,PMP,8.970175,-79.543838,28/06/17
2,660,Proyecto Curund£ Torre 6 Edificio B,Panam†,Panam†,Curund£,PMP,8.970175,-79.543838,28/06/17
2,661,Proyecto Curund£ Torre 7 Edificio A,Panam†,Panam†,Curund£,PMP,8.970403,-79.543887,28/06/17
2,662,Proyecto Curund£ Torre 7 Edificio B,Panam†,Panam†,Curund£,PMP,8.970403,-79.543887,28/06/17
2,663,Proyecto Curund£ Torre 8 Edificio A,Panam†,Panam†,Curund£,PMP,8.970566,-79.545126,28/06/17
2,664,Proyecto Curund£ Torre 8 Edificio B,Panam†,Panam†,Curund£,PMP,8.970566,-79.545126,28/06/17
2,665,Proyecto Curund£ Torre 9 Edificio A,Panam†,Panam†,Curund£,PMP,8.970778,-79.54564,03/07/17
2,666,Proyecto Curund£ Torre 9 Edificio B,Panam†,Panam†,Curund£,PMP,8.970778,-79.54564,30/06/17
2,667,Centro de Aprendizaje TICÔs MINISTERIO DE SEGURIDAD,Panam†,Panam†,El Chorrillo,PTP,8.950667,-79.547787,14/06/17
2,671,Parque Amelia Denis de Icaza,Panam†,Panam†,El Chorrillo,PMP,8.950991,-79.545724,06/07/17
2,673,Escuela Nuevo Progreso,Panam†,Panam†,Ernesto C¢rdoba Campos,FO,9.093618,-79.496543,06/06/17
2,674,Escuela San Juan Pablo II,Panam†,Panam†,Ernesto C¢rdoba Campos,FO,9.098241,-79.51486,21/07/17
2,675,Escuela Santa Rita,Panam†,Panam†,Ernesto C¢rdoba Campos,PMP,9.077369,-79.502683,30/05/17
2,677,Escuela Villa Milagros,Panam†,Panam†,Ernesto C¢rdoba Campos,PTP,9.091447,-79.504726,12/06/17
2,681,Escuela Carmen Sole Bosch,Panam†,Panam†,Juan D°az,PMP,9.0472,-79.464818,08/06/17
2,682,Escuela Elena Ch†vez De Pi§ate,Panam†,Panam†,Juan D°az,PMP,9.039655,-79.444237,16/06/17
2,683,Escuela Elena Ch†vez de Pi§ate 2,Panam†,Panam†,Juan D°az,PMP,9.039172,-79.445205,28/04/17
2,684,Escuela Gaspar O. Hernandez,Panam†,Panam†,Juan D°az,PMP,9.041702,-79.467939,26/04/17
2,685,Escuela Jose Ma. Torrijos en Concepci¢n,Panam†,Panam†,Juan D°az,PMP,9.043679,-79.427356,24/05/17
2,687,Escuela Primaria Federico Escobar (Escuela Las Acacias),Panam†,Panam†,Juan D°az,HFC,9.050292,-79.419875,25/07/17
2,688,Escuela Republica de Guatemala,Panam†,Panam†,Juan D°az,PMP,9.049526,-79.43228,07/06/17
2,689,Escuela Toribio Berrios Sosa,Panam†,Panam†,Juan D°az,PMP,9.040195,-79.442303,24/05/17
2,690,Escuela Villa Catalina,Panam†,Panam†,Juan D°az,PMP,9.061094,-79.414991,22/05/17
2,691,IPT Don Bosco,Panam†,Panam†,Juan D°az,HFC,9.049925,-79.413939,25/07/17
2,692,IPT Juan D°az,Panam†,Panam†,Juan D°az,PMP,9.037191,-79.443352,22/05/17
2,695,Parque de Las Madres Juan D°az,Panam†,Panam†,Juan D°az,PMP,9.0453,-79.445117,22/05/17
2,696,Policlinica J.J. Vallarino,Panam†,Panam†,Juan D°az,PMP,9.055493,-79.434591,24/05/17
2,698,Biblioteca P£blica Eusebio A. Morales,Panam†,Panam†,Santa Ana,PMP,8.961011,-79.542435,19/07/17
2,699,Escuela de Bellas Artes INAC,Panam†,Panam†,Santa Ana,PMP,8.965773,-79.546635,06/07/17
2,700,Escuela Pedro JosÇ Sosa,Panam†,Panam†,Calidonia,PMP,8.970247,-79.538806,14/06/17
2,701,Escuela Republica de Chile,Panam†,Panam†,Calidonia,PMP,8.968948,-79.536941,11/07/17
2,703,Escuela Republica Federativa de Brasil,Panam†,Panam†,Calidonia,PMP,8.968605,-79.53984,01/06/17
2,704,Instituto Comercial Bolivar,Panam†,Panam†,Calidonia,PMP,8.963858,-79.537468,31/05/17
2,706,Parque Porras,Panam†,Panam†,Calidonia,FO,8.969853,-79.536242,02/08/17
2,707,Plaza V°ctor Julio GutiÇrrez,Panam†,Panam†,Calidonia,PMP,8.968302,-79.537787,15/06/17
2,708,Policlinica Manuel Ferrer Mara§on (Pediatrica),Panam†,Panam†,Calidonia,PMP,9.009054,-79.50789,31/05/17
2,709,C.E.B.G. Santa Librada Rural,Panam†,Panam†,Las Cumbres,PTP,9.072328,-79.53481,27/07/17
2,710,Escuela Grecia,Panam†,Panam†,Las Cumbres,FO,9.105222,-79.562464,10/07/17
2,711,Escuela Guillermo Patterson,Panam†,Panam†,Las Cumbres,FO,9.079017,-79.569047,09/06/17
2,712,Escuela Rep£blica µrabe de Egipto,Panam†,Panam†,Las Cumbres,FO,9.087964,-79.533253,08/05/17
2,713,Escuela Republica de Rumania,Panam†,Panam†,Las Cumbres,HFC,9.097456,-79.515202,09/05/17
2,714,Escuela Rep£blica. de la India,Panam†,Panam†,Las Cumbres,FO,9.076106,-79.526841,08/05/17
2,715,Escuela San Pablo y Villa Nueva,Panam†,Panam†,Las Cumbres,FO,9.118642,-79.585618,05/06/17
2,716,Escuela Villa C†rdenas,Panam†,Panam†,Las Cumbres,PTP,9.061804,-79.548964,27/07/17
2,717,Instituto Mons. Francisco Beckman,Panam†,Panam†,Las Cumbres,HFC,9.100084,-79.530969,09/05/17
2,718,ULAPS Dr. Edilberto Culiolis (Las Cumbres),Panam†,Panam†,Las Cumbres,FO,9.080196,-79.526841,08/05/17
2,719,Centro de salud Ma§anitas,Panam†,Panam†,Las Ma§anitas,HFC,9.095932,-79.405547,23/05/17
2,720,Centro Parvulario Municipal,Panam†,Panam†,Las Ma§anitas,FO,9.08126,-79.404317,26/05/17
2,721,Corregiduria Las Ma§anitas,Panam†,Panam†,Las Ma§anitas,FO,9.080716,-79.4037,07/06/17
2,722,Escuela de Holanda,Panam†,Panam†,Las Ma§anitas,FO,9.081353,-79.406558,23/05/17
2,723,Escuela El Salvador,Panam†,Panam†,Las Ma§anitas,HFC,9.101692,-79.407306,23/05/17
2,724,Escuela GÇnesis,Panam†,Panam†,Las Ma§anitas,HFC,9.109284,-79.395959,23/05/17
2,725,Escuela Jard°n de las Ma§anitas,Panam†,Panam†,Las Ma§anitas,HFC,9.094391,-79.407097,09/06/17
2,726,Escuela Primaria Don Bosco,Panam†,Panam†,Las Ma§anitas,PMP,9.050815,-79.414431,25/05/17
2,727,Escuela Primer Ciclo San Miguel Arc†ngel,Panam†,Panam†,Las Ma§anitas,HFC,9.095724,-79.405683,07/07/17
2,728,Junta Comunal de Ma§anitas,Panam†,Panam†,Las Ma§anitas,HFC,9.094938,-79.406514,05/07/17
2,732,Polic°a Nacional Las Ma§anitas,Panam†,Panam†,Las Ma§anitas,HFC,9.096544,-79.408977,07/07/17
2,733,Centro de Salud de Pacora,Panam†,Panam†,Pacora,FO,9.086851,-79.289839,12/07/17
2,734,ESC. CARLOS C. AROSEMENA,Panam†,Panam†,Pacora,HFC,9.131111,-79.296667,12/07/17
2,735,ESC. CIUDAD SANTA FE,Panam†,Panam†,Pacora,FO,8.658781,-78.159147,12/07/17
2,736,ESC. PRESIDENTE VALDES,Panam†,Panam†,Pacora,FO,9.114786,-79.270419,12/07/17
2,737,ESC. VIRGEN DE GUADALUPE,Panam†,Panam†,Pacora,FO,9.127336,-79.254655,12/07/17
2,738,Escuela China Taiwan,Panam†,Panam†,Pacora,FO,9.081697,-79.296399,12/07/17
2,739,Escuela Luis N. Herazo,Panam†,Panam†,Pacora,FO,9.113136,-79.337193,12/07/17
2,740,Escuela Paso Blanco,Panam†,Panam†,Pacora,FO,9.128969,-79.24636,12/07/17
2,741,Escuela Pueblo Nuevo,Panam†,Panam†,Pacora,PTP,9.126275,-79.308003,12/07/17
2,742,Escuela Rep. de Honduras,Panam†,Panam†,Pacora,FO,9.085474,-79.291282,12/07/17
2,743,Escuela San Diego,Panam†,Panam†,Pacora,FO,9.099195,-79.251428,13/07/17
2,744,ESCUELA UTIVê,Panam†,Panam†,Pacora,PTP,9.15508,-79.323582,06/06/17
2,745,Junta Comunal de Pacora,Panam†,Panam†,Pacora,FO,9.08212,-79.2893,12/07/17
2,746,la Iglesia Inmaculada Concepci¢n,Panam†,Panam†,Pacora,FO,9.082551,-79.286206,12/07/17
2,747,PISCINA MUNICIPAL PACORA,Panam†,Panam†,Pacora,FO,9.088303,-79.291093,12/07/17
2,748,Polic°a de Pacora,Panam†,Panam†,Pacora,FO,9.084487,-79.287252,12/07/17
2,749,Terminal de Transporte Pacora,Panam†,Panam†,Pacora,FO,9.087256,-79.28758,12/07/17
2,751,Biblioteca Miguel Angel Ordo§ez,Panam†,Panam†,Parque Lefevre,PMP,9,-79.498728,26/04/17
2,752,Centro de Artesanias Panam† Viejo,Panam†,Panam†,Parque Lefevre,PMP,9.003576,-79.493885,08/06/17
2,753,Escuela Juan Bautista Sosa,Panam†,Panam†,Parque Lefevre,PMP,9.007689,-79.49319,25/04/17
2,754,Escuela Manuel Espinoza Batista,Panam†,Panam†,Parque Lefevre,PMP,9,-79.504069,26/04/17
2,755,Escuela Mar°a Ossa de Amador,Panam†,Panam†,Parque Lefevre,PMP,9.011128,-79.500537,25/04/17
2,756,Escuela Rep£blica de Hait°,Panam†,Panam†,Parque Lefevre,PMP,9.019012,-79.49199,24/05/17
2,757,Escuela Sara Sotillo,Panam†,Panam†,Parque Lefevre,PMP,9.012558,-79.485377,25/04/17
2,758,Instituto Jose Dolores Moscote,Panam†,Panam†,Parque Lefevre,PMP,9.02002,-79.488141,24/05/17
2,759,Biblioteca en la junta comunal,Panam†,Panam†,Pedregal,PMP,9.070505,-79.424274,28/04/17
2,761,Escuela Ascanio Villalaz,Panam†,Panam†,Pedregal,PMP,9.077202,-79.420497,25/05/17
2,762,Escuela Dr. Juan Arturo Martinelli,Panam†,Panam†,Pedregal,HFC,9.110358,-79.454415,27/07/17
2,763,Escuela JosÇ Pablo Paredes,Panam†,Panam†,Pedregal,PMP,9.100427,-79.424502,05/07/17
2,764,Escuela Narciso Garay,Panam†,Panam†,Pedregal,PMP,9.076746,-79.436296,25/05/17
2,765,Escuela Sta. Cruz,Panam†,Panam†,Pedregal,PTP,9.10999,-79.442244,07/06/17
2,766,Parque de las Madres Pedregal,Panam†,Panam†,Pedregal,PMP,9.07151,-79.424923,25/05/17
2,767,Primaria - Cirilo J. Martinez,Panam†,Panam†,Pedregal,PMP,9.07151,-79.424923,28/04/17
2,768,Primaria - Gran Breta§a,Panam†,Panam†,Pedregal,PMP,9.062509,-79.430304,07/06/17
2,770,Casa de la tercera edad (Pueblo Nuevo),Panam†,Panam†,Pueblo Nuevo,PMP,9.016684,-79.515773,26/04/17
2,772,Escuela Francisco Arias Paredes,Panam†,Panam†,Pueblo Nuevo,PMP,9.012071,-79.515852,25/04/17
2,773,Escuela Ricardo Mir¢,Panam†,Panam†,Pueblo Nuevo,PMP,8.99882,-79.523345,27/04/17
2,774,Instituto Comercial Panama,Panam†,Panam†,Pueblo Nuevo,PMP,9.017155,-79.511378,27/04/17
2,775,Municipio (Junta Comunal),Panam†,Panam†,Pueblo Nuevo,PMP,9.016191,-79.516388,27/04/17
2,776,Parque del Comercial Panam†,Panam†,Panam†,Pueblo Nuevo,PMP,9.017156,-79.511378,27/04/17
2,777,Biblioteca Municipal Juaquin H. Torrijos,Panam†,Panam†,R°o Abajo,PMP,9,-79,28/04/17
2,778,Escuela Arabe de Libia,Panam†,Panam†,R°o Abajo,PMP,9.024143,-79.499319,24/05/17
2,779,Escuela Mateo Iturralde,Panam†,Panam†,R°o Abajo,PMP,9.026079,-79.492899,25/05/17
2,780,Parque San Cristobal,Panam†,Panam†,R°o Abajo,PMP,9.025483,-79.494036,20/07/17
2,781,Parque Villa Maria,Panam†,Panam†,R°o Abajo,PMP,9.029417,-79.479924,12/06/17
2,782,ULAPS San Cristobal,Panam†,Panam†,R°o Abajo,PMP,9.029247,-79.493757,24/05/17
2,783,Arco Chato,Panam†,Panam†,San Felipe,PMP,8.951586,-79.533529,11/07/17
2,785,Escuela - Rep£blica de MÇxico,Panam†,Panam†,San Felipe,PMP,8.953378,-79.536003,01/06/17
2,787,Plaza de Francia,Panam†,Panam†,San Felipe,PMP,8.95177,-79.533544,11/07/17
2,788,Plaza de La Catedral,Panam†,Panam†,San Felipe,PMP,8.952761,-79.53502,06/07/17
2,789,Plaza Herrera,Panam†,Panam†,San Felipe,PMP,8.951947,-79.536912,19/07/17
2,790,Primaria - Estados Unidos de AmÇrica,Panam†,Panam†,San Felipe,PMP,8.951333,-79.537918,11/07/17
2,793,Biblioteca JosÇ Mar°a Pinilla,Panam†,Panam†,San Francisco,PMP,8.993778,-79.501347,27/04/17
2,794,Escuela Belisario Porras,Panam†,Panam†,San Francisco,PMP,8.988705,-79.504703,12/06/17
2,795,Escuela Federico A. Velazquez (Boca La Caja),Panam†,Panam†,San Francisco,PMP,8.983444,-79.505892,25/04/17
2,796,Escuela Isabel Herrera de Obald°a,Panam†,Panam†,San Francisco,PMP,8.983052,-79.512933,25/05/17
2,797,Escuela Isabel Herrera de Obald°a 2,Panam†,Panam†,San Francisco,PMP,8.983052,-79.512933,25/05/17
2,798,Escuela JosÇ A. Rem¢n Cantera,Panam†,Panam†,San Francisco,PMP,8.982195,-79.513793,24/04/17
2,799,Escuela Puerto Rico,Panam†,Panam†,San Francisco,PMP,8.998552,-79.514235,26/05/17
2,800,Escuela Republica de Finlandia,Panam†,Panam†,San Francisco,PMP,8.979638,-79.511995,08/06/17
2,801,Escuela Richard Neumann,Panam†,Panam†,San Francisco,PMP,8.981369,-79.514144,24/04/17
2,802,Hospital de Especialidades Pediatricas Las Americas,Panam†,Panam†,San Francisco,PMP,9.001222,-79.516827,25/05/17
2,803,Parque Omar - †rea recreativa techada,Panam†,Panam†,San Francisco,PMP,8.99715,-79.508127,24/04/17
2,804,Parque Omar Cancha de Baseball,Panam†,Panam†,San Francisco,PMP,9.000598,-79.509626,24/04/17
2,805,Parque Omar Sal¢n de la Tercera Edad,Panam†,Panam†,San Francisco,PMP,9.000112,-79.508251,24/04/17
2,806,ESC. LA MESA,Panam†,Panam†,San Mart°n,PTP,9.178414,-79.271638,20/07/17
2,807,ESC. SAN MIGUEL DE PACORA,Panam†,Panam†,San Mart°n,Satelital,9.221944,-79.253611,07/08/17
2,810,Escuela Manuel JosÇ Hurtado,Panam†,Panam†,Santa Ana,PMP,8.952688,-79.539576,14/06/17
2,812,Instituto Nacional,Panam†,Panam†,Santa Ana,PMP,8.957764,-79.542835,06/07/17
2,813,Instituto Nacional 2,Panam†,Panam†,Santa Ana,PMP,8.959632,-79.542957,06/07/17
2,814,Mercado San Felipe Nery,Panam†,Panam†,Santa Ana,PMP,8.957458,-79.538665,06/07/17
2,816,Primaria - Dr. Justo Arosemena,Panam†,Panam†,Santa Ana,PMP,8.954977,-79.542299,18/07/17
2,818,Area frente al INADEH Tocumen,Panam†,Panam†,Tocumen,FO,9.071477,-79.399056,07/06/17
2,820,Centro de Salud 24 de Diciembre(Tocumen),Panam†,Panam†,Tocumen,FO,9.092118,-79.37936,09/06/17
2,821,Escuela Nuevo Belen,Panam†,Panam†,Tocumen,PMP,9.089956,-79.394029,23/05/17
2,822,Escuela Primaria Emperatriz Taboada,Panam†,Panam†,Tocumen,HFC,9.08228,-79.363936,16/06/17
2,823,Escuela Ricardo J. Alfaro,Panam†,Panam†,Tocumen,FO,9.092201,-79.378892,13/06/17
2,824,Escuela Sector Sur,Panam†,Panam†,Tocumen,PMP,9.081026,-79.388042,09/06/17
2,825,IPT Jephta B. Duncan ( 24 dic.),Panam†,Panam†,Tocumen,HFC,9.106257,-79.364445,06/06/17
2,826,Junta Comunal de Tocumen,Panam†,Panam†,Tocumen,HFC,9.097102,-79.375638,06/06/17
2,827,Parque infantil,Panam†,Panam†,Tocumen,PMP,9.083203,-79.384763,23/05/17
2,828,Primer Ciclo B†sico de Tocumen,Panam†,Panam†,Tocumen,FO,9.073384,-79.399282,25/05/17
2,829,Centro de Salud Amelia Denis de Icaza,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.038716,-79.506197,30/05/17
2,830,Cuartel Policia Gelabert,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.035187,-79.502948,24/04/17
2,831,Escuela 9 de Enero,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.039067,-79.515478,27/04/17
2,832,Escuela Amelia Denis De Icaza,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.045089,-79.50422,30/05/17
2,833,Escuela Ger¢nimo de la Ossa,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.036012,-79.50501,24/04/17
2,837,Primer Ciclo Leon A. Soto 1,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.04055,-79.509542,29/05/17
2,838,Primer ciclo Leon A. Soto 2,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.04055,-79.509542,02/06/17
2,839,Primer Ciclo Louis Martin,Panam†,San Miguelito,Amelia Denis de Icaza,PMP,9.0429,-79.500662,13/06/17
2,841,Centro de Salud Valle de Urrac†,Panam†,San Miguelito,Arnulfo Arias,PTP,9.069077,-79.48387,13/06/17
2,842,Escuela el Valle de Urraca,Panam†,San Miguelito,Arnulfo Arias,PMP,9.067549,-79.48713,30/05/17
2,843,Escuela Martin Luther King,Panam†,San Miguelito,Arnulfo Arias,PMP,9.060546,-79.489415,12/06/17
2,844,Escuela Primaria Arnulfo Arias,Panam†,San Miguelito,Arnulfo Arias,PMP,9.063939,-79.485988,13/07/17
2,845,Junta Comunal Arnulfo Arias Madrid,Panam†,San Miguelito,Arnulfo Arias,PMP,9.067575,-79.488009,30/05/17
2,849,Area frente al Ministerio de Desarrollo Social Belisario Fr°as,Panam†,San Miguelito,Belisario Fr°as,PMP,9.031112,-79.501913,09/06/17
2,852,C.E.B.G. Samaria Sina°,Panam†,San Miguelito,Belisario Fr°as,PMP,9.053827,-79.494689,02/06/17
2,853,Centro de Orientaci¢n Infantil Katiuska,Panam†,San Miguelito,Belisario Fr°as,HFC,9.078707,-79.495917,16/06/17
2,855,Centro de Salud de Torrijos Carter,Panam†,San Miguelito,Belisario Fr°as,HFC,9.080674,-79.491743,30/05/17
2,857,Escuela Carlos A. Mendoza,Panam†,San Miguelito,Belisario Fr°as,PMP,9.047716,-79.499344,30/05/17
2,858,Escuela El Mirador,Panam†,San Miguelito,Belisario Fr°as,PMP,9.072678,-79.487745,30/05/17
2,859,Escuela General JosÇ de San Martin,Panam†,San Miguelito,Belisario Fr°as,PMP,9.065753,-79.501589,01/06/17
2,860,Escuela Josefina Tapia,Panam†,San Miguelito,Belisario Fr°as,PMP,9.047705,-79.499333,07/07/17
2,861,Escuela Rep£blica de Polonia,Panam†,San Miguelito,Belisario Fr°as,PTP,9.073178,-79.482928,26/04/17
2,862,Escuela Republica de Corea,Panam†,San Miguelito,Belisario Fr°as,PMP,9.049339,-79.4927,12/06/17
2,863,Escuela Republica de Francia,Panam†,San Miguelito,Belisario Fr°as,PMP,9.062837,-79.495038,30/05/17
2,864,Escuela Rep£blica de Yugoslavia,Panam†,San Miguelito,Belisario Fr°as,PMP,9.047683,-79.50001,29/05/17
2,865,Escuela Rogelio Sin†n,Panam†,San Miguelito,Belisario Fr°as,HFC,9.079664,-79.487745,10/07/17
2,866,Escuela Santa Marta,Panam†,San Miguelito,Belisario Fr°as,PMP,9.079631,-79.495214,29/05/17
2,867,Escuela Torrijos Carter,Panam†,San Miguelito,Belisario Fr°as,PMP,9.069516,-79.493281,13/06/17
2,868,IPT San Miguelito,Panam†,San Miguelito,Belisario Fr°as,HFC,9.079127,-79.492754,01/06/17
2,869,Escuela Padre Xavier Villanueva,Panam†,San Miguelito,Belisario Porras,PMP,9.059882,-79.457901,26/04/17
2,870,Escuela Primaria Don Bosco en Belisario Porras,Panam†,San Miguelito,Belisario Porras,PMP,9.056086,-79.503122,31/05/17
2,871,Escuela Estado de Israel,Panam†,San Miguelito,JosÇ Domingo Espinar,PMP,9.038332,-79.492842,01/06/17
2,872,Escuela Estado de Israel 2,Panam†,San Miguelito,JosÇ Domingo Espinar,PMP,9.038332,-79.492842,01/06/17
2,873,Escuela Jose D. Espinar,Panam†,San Miguelito,JosÇ Domingo Espinar,PMP,9.045103,-79.473684,08/06/17
2,874,IPT Angel Rubio,Panam†,San Miguelito,JosÇ Domingo Espinar,PMP,9.052655,-79.463672,12/06/17
2,875,Junta Comunal Jose D. Espinar,Panam†,San Miguelito,JosÇ Domingo Espinar,PMP,9.03419,-79.490909,29/05/17
2,876,Policlinica Dra. Susana Jones Cano (Hospital San Judas Tadeo),Panam†,San Miguelito,JosÇ Domingo Espinar,PMP,9.037665,-79.483281,24/04/17
2,877,Escuela Republica de Colombia,Panam†,San Miguelito,Mateo Iturralde,PMP,9.03647,-79.499168,14/06/17
2,878,Escuela Severino Hernandez (IPT),Panam†,San Miguelito,Mateo Iturralde,PMP,9.029818,-79.497279,07/07/17
2,879,Instituto Dr. Alfredo Cant¢n,Panam†,San Miguelito,Mateo Iturralde,PMP,9.034943,-79.49492,29/05/17
2,880,Instituto Dr. Alfredo Cant¢n 2,Panam†,San Miguelito,Mateo Iturralde,PMP,9.034552,-79.495032,29/05/17
2,881,Policl°nica Manuel Maria ValdÇz,Panam†,San Miguelito,Mateo Iturralde,PMP,9.008434,-79.487789,29/05/17
2,882,Biblioteca P£blica Omar Torrijos Herrera,Panam†,San Miguelito,Omar Torrijos,PMP,9.041607,-79.49271,30/05/17
2,883,Escuela Domingo Faustino Sarmiento,Panam†,San Miguelito,Omar Torrijos,HFC,9.06431,-79.508575,10/07/17
2,884,Escuela Juan JosÇ. Amado,Panam†,San Miguelito,Omar Torrijos,FO,9.06517,-79.52216,02/06/17
2,885,Escuela Los Andes # 2 No.1,Panam†,San Miguelito,Omar Torrijos,PMP,9.049867,-79.511956,14/06/17
2,886,Escuela Mar°a del Rosario Salazar,Panam†,San Miguelito,Omar Torrijos,PMP,9.062284,-79.506235,02/06/17
2,887,Escuela Santa Librada,Panam†,San Miguelito,Omar Torrijos,PMP,9.072345,-79.502906,31/05/17
2,889,Escuela Santiago de la Guardia,Panam†,San Miguelito,Omar Torrijos,PMP,9.076665,-79.515202,28/04/17
2,890,IPT Nicolas del Rosario Los Andes,Panam†,San Miguelito,Omar Torrijos,PMP,9.047033,-79.511117,29/05/17
2,891,Junta Comunal Omar Torrijos,Panam†,San Miguelito,Omar Torrijos,PMP,9.076665,-79.515202,30/05/17
2,892,Parque Santa Librada tercera etapa,Panam†,San Miguelito,Omar Torrijos,PMP,9.077398,-79.512476,30/05/17
2,893,Policl°nica Generoso Guardia,Panam†,San Miguelito,Omar Torrijos,PMP,9.072163,-79.505318,30/05/17
