Regi¢n,PA,Nombre,Provincia,Distrito,Corregimiento,Tipo UM,Latitude,Longitude,Fecha de Activaci¢n
1,336,C.E.B.G. Mart°n Grande,Veraguas,Santiago,Edwin F†brega,FO,8.07064,-81.005249,26/09/17
1,337,Escuela Quebrada. Honda,Veraguas,Santiago,Edwin F†brega,FO,8.061474,-81.031082,26/09/17
1,338,P.C. Margarito Mojica,Veraguas,Santiago,La Colorada,HFC,8.039978,-80.978327,21/06/17
1,339,Colegio Secundario La Pe§a,Veraguas,Santiago,La Pe§a,FO,8.125509,-81.020139,27/06/17
1,340,Escuela Agust°n PÇrez Colmenares,Veraguas,Santiago,La Pe§a,FO,8.131109,-81.027554,04/09/17
1,341,Escuela La Coloradita de la Pe§a,Veraguas,Santiago,La Pe§a,FO,8.17314,-81.025804,03/08/17
1,342,Escuela Los Algarrobos,Veraguas,Santiago,La Pe§a,FO,8,-81,27/06/17
1,344,C.E.B.G. Ca§azas Abajo,Veraguas,Santiago,La Raya de Santa Mar°a,FO,8.142029,-80.712471,03/10/17
1,345,Escuela El Pedernal,Veraguas,Santiago,La Raya de Santa Mar°a,FO,8.145084,-80.784415,10/07/17
1,346,Escuela La Raya de Sta. Mar°a,Veraguas,Santiago,La Raya de Santa Mar°a,FO,8.169251,-80.816638,11/07/17
1,347,ESC. SAN PEDRO DEL ESPINO,Veraguas,Santiago,Los Algarrobos,FO,8.138973,-81.083582,03/08/17
1,348,Escuela El Embalsadero,Veraguas,Santiago,Los Algarrobos,HFC,8.102307,-81.05136,16/06/17
1,349,Escuela El Llanillo,Veraguas,Santiago,Los Algarrobos,FO,8.070085,-81.07636,28/06/17
1,350,Escuela La Corocita.,Veraguas,Santiago,Los Algarrobos,FO,8.076473,-81.04636,03/08/17
1,351,Escuela Pacora,Veraguas,Santiago,Los Algarrobos,FO,8.102029,-81.079415,04/09/17
1,352,Escuela Guayaquil,Veraguas,Santiago,San Mart°n de Porres,HFC,8.108973,-80.923026,15/06/17
1,353,Escuela Punta Delgadita,Veraguas,Santiago,San Mart°n de Porres,FO,8.109529,-80.943026,19/06/17
1,354,Escuela R¢mulo Arrocha,Veraguas,Santiago,San Mart°n de Porres,FO,8.117307,-80.957193,04/09/17
1,355,Escuela San Mart°n de Porres,Veraguas,Santiago,San Mart°n de Porres,FO,8.112862,-80.96386,20/06/17
1,356,Instituto Urrac†,Veraguas,Santiago,San Mart°n de Porres,FO,8.11314,-80.966915,20/06/17
1,357,Anexa El Canada,Veraguas,Santiago,Santiago Ap¢stol,FO,8.105897,-80.977592,15/06/17
1,358,Area frente a la Gobernaci¢n Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.099925,-80.967315,20/06/17
1,359,Avenida Central de Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.097106,-80.981211,14/06/17
1,362,Centro de Salud de Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.101258,-80.983497,14/06/17
1,363,Direccion Regional del MEDUCA (Mercado P£blico Municipal),Veraguas,Santiago,Santiago Ap¢stol,FO,8.098597,-80.982542,14/06/17
1,364,Escuela JosÇ Santos Puga,Veraguas,Santiago,Santiago Ap¢stol,FO,8.098883,-80.972267,20/06/17
1,365,Escuela Juan D. Arosemena 1,Veraguas,Santiago,Santiago Ap¢stol,FO,8.102094,-80.978608,14/06/17
1,366,Escuela Juan D. Arosemena # 2,Veraguas,Santiago,Santiago Ap¢stol,FO,8.102094,-80.978608,13/06/17
1,367,Escuela La Primavera,Veraguas,Santiago,Santiago Ap¢stol,FO,8.091906,-80.979906,16/06/17
1,368,Escuela Manuel H. Perez,Veraguas,Santiago,Santiago Ap¢stol,FO,8.10105,-80.974061,19/06/17
1,369,IFARHU Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.106472,-80.973,19/06/17
1,370,Instituto Profesional y Tecnico Omar Torrijos,Veraguas,Santiago,Santiago Ap¢stol,FO,8.101808,-80.969311,20/06/17
1,371,IPHE Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.107694,-80.977278,15/06/17
1,374,Parque Central Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.097489,-80.983322,20/06/17
1,375,Policl°nica de la Caja de Seguro Social Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.108022,-80.980572,15/06/17
1,376,Terminal de Transporte Santiago,Veraguas,Santiago,Santiago Ap¢stol,FO,8.103556,-80.974,21/06/17
1,377,C.O.I.F. CALLE PRIMERA,Veraguas,Santiago,Santiago Ap¢stol,FO,8.093266,-80.980317,30/06/17
1,378,C.E.B.G. Bol°var,Veraguas,Son†,El Mara§¢n,FO,8.026758,-81.233812,23/06/17
1,379,Escuela Cerro Largo.,Veraguas,Son†,El Mara§¢n,Satelital,8.055085,-81.249693,20/10/17
1,380,Escuela Isabel Arosemena de µbrego,Veraguas,Son†,El Mara§¢n,FO,8.00564,-81.280526,23/11/17
1,381,C.E. Dr. Ricardo Martinelli P.,Veraguas,Son†,Guarumal,FO,8.012347,-81.318108,01/08/17
1,382,Escuela La Trinchera,Veraguas,Son†,Guarumal,FO,7.798697,-81.27636,01/08/17
1,383,C.E.B.G. El Hicaco,Veraguas,Son†,R°o Grande,Satelital,7.654057,-81.204126,23/10/17
1,384,Colegio Eduardo S†nchez D°az,Veraguas,Son†,R°o Grande,Satelital,7.729611,-81.28105,12/01/18
1,385,ESC. SANTA CATALINA,Veraguas,Son†,R°o Grande,Satelital,7.634991,-81.258898,20/10/17
1,386,Escuela Julieta de Duarte,Veraguas,Son†,R°o Grande,Satelital,7.702468,-81.301218,23/10/17
1,387,Escuela Madre Vieja,Veraguas,Son†,R°o Grande,Satelital,7.675719,-81.331612,23/10/17
1,390,Biblioteca P£blica Jacinto Vel†squez,Veraguas,Son†,Son†,FO,8.008226,-81.313891,22/06/17
1,392,Correos Nacionales Son†,Veraguas,Son†,Son†,FO,8.0105,-81.313797,23/06/17
1,393,Escuela JosÇ Bonifacio Alvarado,Veraguas,Son†,Son†,FO,8.008367,-81.313797,23/06/17
1,395,Escuela San JosÇ,Veraguas,Son†,Son†,FO,8.00525,-81.313797,22/06/17
1,396,Hospital Regional de Salud Son†,Veraguas,Son†,Son†,FO,8.025562,-81.241041,27/06/17
1,397,IPHE Son†,Veraguas,Son†,Son†,FO,8.008283,-81.313797,22/06/17
1,400,MIDES Son†,Veraguas,Son†,Son†,FO,8.00575,-81.313797,22/06/17
1,402,Municipio de Son†,Veraguas,Son†,Son†,FO,8.01045,-81.313797,27/06/17
1,403,Parque Centenario Son†,Veraguas,Son†,Son†,FO,8.008883,-81.313811,27/06/17
1,407,Terminal de Pasajeros de Son†,Veraguas,Son†,Son†,FO,8.006817,-81.313797,23/06/17
1,408,Universidad de Panam† Son†,Veraguas,Son†,Son†,FO,8.0105,-81.313797,13/07/17
2,409,Area frente al Ministerio de Desarrollo Social Barrio Norte,Col¢n,Col¢n,Barrio Norte,PMP,9.357549,-79.891019,19/07/17
2,410,Biblioteca P£blica Mateo Iturralde CENTRO ACP,Col¢n,Col¢n,Barrio Norte,PMP,9.364335,-79.904098,16/05/17
2,411,Carlos Clement-Barrio Norte,Col¢n,Col¢n,Barrio Norte,PMP,9.364992,-79.903208,16/05/17
2,413,Centro de Aprendizaje TIC`s MINISTERIO DE SEGURIDAD,Col¢n,Col¢n,Barrio Norte,PMP,9.360992,-79.900615,17/05/17
2,414,Colegio JosÇ Guardia Vega-Barrio Norte,Col¢n,Col¢n,Barrio Norte,PMP,9.364171,-79.898955,16/05/17
2,417,Esc. Republica del Paraguay,Col¢n,Col¢n,Barrio Norte,PMP,9.365749,-79.901124,16/05/17
2,419,Instituto Paname§o de Rehabilitacion,Col¢n,Col¢n,Barrio Norte,PMP,9.364027,-79.896093,19/05/17
2,420,Instituto Rufo A. Gray-Barrio Norte,Col¢n,Col¢n,Barrio Norte,PMP,9.364445,-79.896393,15/05/17
2,421,Juan A. Henriquez-Barrio Norte,Col¢n,Col¢n,Barrio Norte,PMP,8.99501,-79.504967,16/05/17
2,424,Palacio Municipal del distrito de Colon,Col¢n,Col¢n,Barrio Norte,PMP,9.356703,-79.895874,15/05/17
2,428,Hospital Amador Guerrero,Col¢n,Col¢n,Barrio Sur,PMP,9.358147,-79.893993,15/05/17
2,429,Iglesia San Jose,Col¢n,Col¢n,Barrio Sur,PMP,9.357123,-79.90156,17/05/17
2,432,Rep£blica de Bolivia-Barrio Sur,Col¢n,Col¢n,Barrio Sur,PMP,9.355907,-79.897973,15/05/17
2,433,Terminal de Transporte de Panam†- Col¢n (Esc. En Busca de un Ma§ana),Col¢n,Col¢n,Barrio Sur,PMP,9.352211,-79.903396,19/05/17
2,434,C.E.B.G. Elisa Vda. de Garrido,Col¢n,Col¢n,Buena Vista,FO,9.273177,-79.695606,10/07/17
2,435,Esc. Altos de Divisa,Col¢n,Col¢n,Buena Vista,FO,9.25408,-79.711682,10/07/17
2,436,Esc. La Coclesana,Col¢n,Col¢n,Buena Vista,PTP,9.275496,-79.671512,11/07/17
2,438,Esc. Quebrada Bonita Nß 1,Col¢n,Col¢n,Buena Vista,PTP,9.29793,-79.70543,10/07/17
2,439,Escuela Pe§as Blancas,Col¢n,Col¢n,Buena Vista,FO,9.303678,-79.681306,21/07/17
2,440,Polic°a Nacional Buena Vista,Col¢n,Col¢n,Buena Vista,FO,9.273796,-79.696388,11/05/17
2,441,C.E.B.G. Manuel Urbano Ayarza,Col¢n,Col¢n,Cativ†,FO,9.362082,-79.838734,15/05/17
2,442,Esc. La Represa,Col¢n,Col¢n,Cativ†,FO,9.336746,-79.839971,21/07/17
2,443,I.P.T. de Col¢n,Col¢n,Col¢n,Cativ†,FO,9.359976,-79.825941,15/05/17
2,444,Colegio Abel Bravo,Col¢n,Col¢n,Crist¢bal,FO,9.323901,-79.885412,17/07/17
2,445,C.E.B.G. Luis Jimenez,Col¢n,Col¢n,Puerto Pil¢n,PMP,9.360024,-79.791104,12/05/17
2,446,ESC. VILLA ALONDRA,Col¢n,Col¢n,Puerto Pil¢n,FO,9.387963,-79.781235,19/05/17
2,447,Junta Comunal de Puerto Pil¢n (Parque de Las Madres),Col¢n,Col¢n,Puerto Pil¢n,PMP,9.364661,-79.794607,12/05/17
2,448,Parque p£blico junto a la Iglesia Sagrada Familia de Nazaret en Puerto Pil¢n (Gimnasio Puerto Pil¢n),Col¢n,Col¢n,Puerto Pil¢n,PMP,9.359542,-79.792478,19/05/17
2,450,Esc. Felipe Salabarria Mesa,Col¢n,Col¢n,Sabanitas,FO,9.373288,-79.788372,19/05/17
2,451,Esc. Santa Rita Arriba,Col¢n,Col¢n,Sabanitas,PMP,9.354635,-79.806526,11/05/17
2,452,Escuela Crispino Ceballos,Col¢n,Col¢n,Sabanitas,PMP,9.354814,-79.806611,12/05/17
2,453,Escuela Marco Ram¢n V†squez,Col¢n,Col¢n,Sabanitas,HFC,9.34271,-79.807492,19/07/17
2,454,Instituto Benigno Jimenez,Col¢n,Col¢n,Sabanitas,PMP,9.352116,-79.801701,12/05/17
2,455,Junta Comunal de Sabanitas,Col¢n,Col¢n,Sabanitas,PMP,9.347678,-79.808005,12/05/17
2,456,Policlinica Hospital de Sabanitas,Col¢n,Col¢n,Sabanitas,PMP,9.346347,-79.806342,11/05/17
2,457,Col. Secundario Gatuncillo,Col¢n,Col¢n,San Juan,FO,9.250694,-79.643019,05/06/17
2,458,Corregidur°a San juan,Col¢n,Col¢n,San Juan,FO,9.247384,-79.650247,10/05/17
2,459,Esc. Dr. Augusto S. Boyd Nß 2,Col¢n,Col¢n,San Juan,FO,9.253857,-79.648281,11/05/17
2,460,Esc. Nvo. Vig°a,Col¢n,Col¢n,San Juan,FO,9.244655,-79.607783,05/06/17
2,461,POLICL÷NICA NUEVO SAN JUAN,Col¢n,Col¢n,San Juan,FO,9.160515,-79.620759,10/05/17
2,462,Parque Central Mar°a Chiquita,Col¢n,Portobelo,Mar°a Chiquita,FO,9.448925,-79.744018,18/05/17
2,463,Esc. Buenaventura,Col¢n,Portobelo,San Felipe de Portobelo,FO,9.535155,-79.669682,18/05/17
2,464,Municipio Portobelo,Col¢n,Portobelo,San Felipe de Portobelo,FO,9.553594,-79.656806,18/05/17
2,465,Parque de la Iglesia,Col¢n,Portobelo,San Felipe de Portobelo,FO,9.553561,-79.655868,18/05/17
2,467,Escuela Alto Play¢n,Comarca Ember†-Wounaan,CÇmaco,Lajas Blancas,Satelital,8.53675,-77.882749,07/08/17
2,468,Escuela R°o Tuqueza,Comarca Ember†-Wounaan,CÇmaco,Lajas Blancas,Satelital,8.467305,-77.697471,10/08/17
2,470,Escuela Arcadio Mart°nez,Comarca Guna Yala,Comarca Guna Yala,Tubual†,Satelital,8.91897,-77.722749,07/08/17
2,471,Escuela Nabagandi,Comarca Guna Yala,Comarca Guna Yala,Tubual†,Satelital,9.019525,-77.801915,07/08/17
2,472,Parque Comunidad MULADUP,Comarca Guna Yala,Comarca Guna Yala,Tubual†,Satelital,8.944928,-77.753753,07/08/17
2,473,Parque Comunidad Sasardi,Comarca Guna Yala,Comarca Guna Yala,Tubual†,Satelital,8.942564,-77.755231,07/08/17
2,474,Escuela Agua Fr°a Nß 1,Darien,Chepigana,Agua Fr°a,FO,8.860915,-78.196082,20/06/17
2,475,Escuela Agua Fr°a Nß 2,Darien,Chepigana,Agua Fr°a,FO,8.826471,-78.190249,20/06/17
2,476,Escuela El Tirado,Darien,Chepigana,Agua Fr°a,FO,8.766567,-78.173499,19/06/17
2,477,Centro de Alcance Positivo Garachine,Darien,Chepigana,GarachinÇ,Satelital,8.066667,-78.365278,22/08/17
2,478,Centro de Alcance Positivo Jaque,Darien,Chepigana,JaquÇ,Satelital,7.518428,-78.162023,07/08/17
2,482,Centro de Alcance Positivo La Palma,Darien,Chepigana,La Palma,PMP,8.4025,-78.141389,21/06/17
2,483,Hospital de la Palma,Darien,Chepigana,La Palma,PMP,8.401411,-78.138339,22/06/17
2,484,I.P.T. Alejandro Castillo,Darien,Chepigana,La Palma,PMP,8.402317,-78.14153,21/06/17
2,485,Juzgado Municipal La Palma,Darien,Chepigana,La Palma,PMP,8.407959,-78.141177,21/06/17
2,486,Mercado P£blico La Palma,Darien,Chepigana,La Palma,PMP,8.406702,-78.137191,21/06/17
2,489,Parque,Darien,Chepigana,La Palma,PMP,8.408155,-78.139614,21/06/17
2,490,Universidad Nacional,Darien,Chepigana,La Palma,PMP,8.403791,-78.138605,22/06/17
2,491,Centro de Alcance Positivo Samb£,Darien,Chepigana,Samb£,Satelital,8.025556,-78.209167,07/08/17
2,492,CENTRO EDUCATIVO SECUNDARIO ZAPALLAL,Darien,Chepigana,Santa Fe,FO,8.650838,-78.132346,19/06/17
2,493,Escuela El Zapallal,Darien,Chepigana,Santa Fe,FO,8.649365,-78.127736,19/06/17
2,494,Escuela GERARDO BACORIZO,Darien,Chepigana,Santa Fe,FO,8.693971,-78.143304,01/08/17
2,495,Escuela La Cantera,Darien,Chepigana,Santa Fe,FO,8.642198,-78.170516,19/06/17
2,496,Escuela Quebrada Muerto,Darien,Chepigana,Santa Fe,FO,8.700951,-78.203923,19/06/17
2,497,Escuela Sta. Fe,Darien,Chepigana,Santa Fe,FO,8.661193,-78.157471,01/08/17
2,498,Escuela Zimba,Darien,Chepigana,Santa Fe,FO,8.770915,-78.22136,01/08/17
2,499,Area frente al MIDES,Darien,Pinogana,Metet°,FO,9.031112,-79.501913,20/06/17
2,500,C.E.B.G. Marcos A. Alarcon P.,Darien,Pinogana,Metet°,FO,8.497153,-77.981031,20/06/17
2,504,Escuela Canglon (Instituto Forestal Agropecuario de DariÇn),Darien,Pinogana,Metet°,Satelital,8.34175,-77.828582,10/08/17
2,505,Hospital de Meteti,Darien,Pinogana,Metet°,FO,8.498774,-77.980546,20/06/17
2,506,IPHE Metet°,Darien,Pinogana,Metet°,FO,8.50213,-77.980718,20/06/17
2,508,Municipio de Metet°,Darien,Pinogana,Metet°,FO,8.501914,-77.973,22/06/17
2,509,Parque Comunitario - cancha de baloncesto y futbol,Darien,Pinogana,Metet°,FO,8.50165,-77.97885,20/06/17
2,512,Servicio Nacional de Fronteras - Candela,Darien,Pinogana,Metet°,FO,8.496931,-77.972,20/06/17
2,513,Terminal de Transporte Metet°,Darien,Pinogana,Metet°,FO,8.492036,-77.983802,20/06/17
2,514,Area frente al Ministerio de Desarrollo Social Chepo,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.174184,-79.090803,14/07/17
2,515,C.E.B.G. Cl°maco Delgado B.,Panam†,Chepo,Ca§ita,FO,9.22564,-78.89351,14/07/17
2,516,C.E.B.G. Santa Isabel ,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.161328,-79.096714,14/07/17
2,517,COL. VENANCIO FENOSA PASCUAL,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.178414,-79.091082,14/07/17
2,518,Colegio Venacio F. Pascual,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.178183,-79.091017,14/07/17
2,520,ESC. PIRIATI-EMBERA,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.131692,-79.228064,13/07/17
2,521,Escuela JosÇ G. Duque,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.172497,-79.088744,14/07/17
2,522,Escuela Tierra Prometida,Panam†,Chepo,San Crist¢bal de Chepo,HFC,9.150636,-79.210249,13/07/17
2,523,Escuela Uni¢n de Azuero,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.157858,-79.16886,02/08/17
2,524,Hospital Regional de Chepo,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.1615,-79.096383,14/07/17
2,525,I. P. T. MÇxico - Panam†,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.135636,-79.227749,13/07/17
2,526,INADEH Chepo,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.17925,-79.09155,14/07/17
2,527,Palacio Municipal Francisco de Leon,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.173149,-79.090011,14/07/17
2,529,Terminal de Transporte Chepo,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.167933,-79.094336,14/07/17
2,530,Universidad de Panam† - Regional Panam† Este,Panam†,Chepo,San Crist¢bal de Chepo,FO,9.172553,-79.101474,14/07/17
2,532,Centro de Salud Tort°,Panam†,Chepo,Tort°,FO,8.916561,-78.388936,17/07/17
2,533,Centro Educativo de Tort°,Panam†,Chepo,Tort°,FO,8.919526,-78.397193,17/07/17
2,534,Escuela Curt°,Panam†,Chepo,Tort°,FO,9.004526,-78.53886,17/07/17
2,535,Escuela Ipet° Choc¢,Panam†,Chepo,Tort°,FO,8.969014,-78.514925,17/07/17
2,536,Escuela Loma Bonita,Panam†,Chepo,Tort°,FO,9.018485,-78.560349,17/07/17
2,537,Escuela Mar°a Elena D°az,Panam†,Chepo,Tort°,FO,8.967026,-78.466638,17/07/17
2,538,Escuela Nuevo Panam†,Panam†,Chepo,Tort°,FO,8.893415,-78.32636,17/07/17
2,539,Escuela Palmas Bellas,Panam†,Chepo,Tort°,FO,8.878137,-78.292193,17/07/17
2,540,Escuela Playa Chuzo Afuera,Panam†,Chepo,Tort°,FO,8.940833,-78.303056,17/07/17
2,541,Escuela Quebrada Cali,Panam†,Chepo,Tort°,FO,9.081747,-78.68636,17/07/17
2,542,Escuela San Francisco de Piriat°,Panam†,Chepo,Tort°,FO,9.05147,-78.624415,17/07/17
2,543,Escuela San JosÇ de Ca§azas,Panam†,Chepo,Tort°,FO,8.905637,-78.229693,17/07/17
2,544,Escuela Sta. Rosa de Lima,Panam†,Chepo,Tort°,FO,8.979736,-78.502408,17/07/17
2,547,Area frente a la Autoridad de los Servicios Publicos - 24 de Diciembre,Panam†,Panam†,24 de Diciembre,PMP,9.104736,-79.370502,13/07/17
2,548,Area frente a la Autoridad Nacional de Aduanas (departamento Fiscalizaci¢n),Panam†,Panam†,24 de Diciembre,HFC,9.078109,-79.370261,05/07/17
2,549,C.E.B.G. La Siesta,Panam†,Panam†,24 de Diciembre,HFC,9.079175,-79.356808,26/07/17
2,550,C.E.B.G. Vista Hermosa,Panam†,Panam†,24 de Diciembre,HFC,9.117719,-79.358216,16/06/17
2,551,Centro de Salud Chase Kiwanis 24 de Diciembre,Panam†,Panam†,24 de Diciembre,HFC,9.106205,-79.362132,26/05/17
2,552,Centro Educativo Facil de Aprender,Panam†,Panam†,24 de Diciembre,PTP,9.088845,-79.365289,09/06/17
2,553,ESC. CERRO AZUL,Panam†,Panam†,24 de Diciembre,Satelital,9.188333,-79.406111,10/08/17
2,554,Esc. Primaria Sta. Maria de los Angeles,Panam†,Panam†,24 de Diciembre,HFC,9.098251,-79.35672,26/05/17
2,555,ESC. UNION CENTROAMERICANA,Panam†,Panam†,24 de Diciembre,FO,9.120137,-79.552397,12/07/17
2,556,Escuela 24 de Diciembre,Panam†,Panam†,24 de Diciembre,HFC,9.098316,-79.364728,07/07/17
2,557,Escuela Altos de Cabuya,Panam†,Panam†,24 de Diciembre,HFC,9.114325,-79.373174,26/05/17
2,558,Escuela Juan E. JimÇnez,Panam†,Panam†,24 de Diciembre,Satelital,9.190914,-79.405804,10/08/17
2,559,Junta Comunal 24 de Diciembre,Panam†,Panam†,24 de Diciembre,PMP,9.097441,-79.362166,08/06/17
2,560,Municipio 24 de Diciembre,Panam†,Panam†,24 de Diciembre,PMP,9.102703,-79.365626,13/07/17
2,561,Policia Nacional 24 de Diciembre,Panam†,Panam†,24 de Diciembre,HFC,9.103241,-79.365652,05/07/17
2,562,C.E.B.G. Melchor Lasso de La Vega,Panam†,Panam†,Alcalde D°az,FO,9.116421,-79.544758,08/05/17
2,563,Escuela La Cabima,Panam†,Panam†,Alcalde D°az,FO,9.114173,-79.537732,09/05/17
2,564,Escuela Mar°a Henr°quez,Panam†,Panam†,Alcalde D°az,FO,9.11084,-79.528597,08/05/17
2,565,Escuela Nicole Garay,Panam†,Panam†,Alcalde D°az,FO,9.126063,-79.571626,10/05/17
2,566,Escuela Uni¢n Panamericana,Panam†,Panam†,Alcalde D°az,FO,9.1206,-79.552178,09/05/17
2,567,Junta Comunal de Alcalde D°az,Panam†,Panam†,Alcalde D°az,FO,9.115834,-79.544415,08/05/17
2,568,Escuela Kuna Nega,Panam†,Panam†,Anc¢n,PTP,9.059178,-79.558975,18/07/17
2,569,Instituto Bolivar,Panam†,Panam†,Anc¢n,HFC,8.964375,-79.554198,06/07/17
2,570,Mi Pueblito,Panam†,Panam†,Anc¢n,PTP,8.954362,-79.546488,14/06/17
2,571,Hospital del Ni§o,Panam†,Panam†,Bella Vista,PMP,8.968748,-79.532901,19/07/17
2,572,P.C. Panam†,Panam†,Panam†,Bella Vista,PMP,8.975243,-79.533527,08/06/17
2,573,Corregiduria Municipal,Panam†,Panam†,Betania,PMP,9.004954,-79.522351,24/04/17
2,574,Escuela El Jap¢n,Panam†,Panam†,Betania,PMP,8.993125,-79.537293,25/04/17
2,575,Escuela JosÇ A. Arango,Panam†,Panam†,Betania,PMP,9.005832,-79.528223,25/04/17
2,576,Escuela Octavio MÇndez Pereira,Panam†,Panam†,Betania,FO,9.018464,-79.531289,20/07/17
2,577,Escuela Santa Familia,Panam†,Panam†,Betania,PMP,9.005683,-79.525006,25/04/17
2,578,Instituto AmÇrica,Panam†,Panam†,Betania,PMP,9.020321,-79.528729,24/04/17
2,580,IPT de Comercio,Panam†,Panam†,Betania,PMP,9.01014,-79.519111,24/05/17
2,581,Policlinica Alejandro de la Guardia,Panam†,Panam†,Betania,PMP,9.021731,-79.525523,25/04/17
2,582,C.E.B.G. Presidente Roosevelt,Panam†,Panam†,Chilibre,FO,9.164287,-79.618498,05/06/17
2,583,C.E.B.G. MARIA LA TORRE,Panam†,Panam†,Chilibre,PTP,9.144482,-79.536455,25/07/17
2,584,C.E.B.G. NUEVO CAIMITILLO,Panam†,Panam†,Chilibre,FO,9.2038,-79.537365,10/05/17
2,586,Centro de Salud de Chilibre,Panam†,Panam†,Chilibre,FO,9.174379,-79.610989,12/05/17
2,587,ESC. DOMINGO ROMERO,Panam†,Panam†,Chilibre,PTP,9.167774,-79.53183,11/07/17
2,588,ESC. EL •AJU,Panam†,Panam†,Chilibre,PTP,9.164986,-79.626943,10/05/17
2,589,Escuela Don Bosco Rural,Panam†,Panam†,Chilibre,PTP,9.133365,-79.613538,09/05/17
2,590,Escuela John F. Kennedy,Panam†,Panam†,Chilibre,FO,9.121963,-79.60355,09/05/17
2,592,Escuela Santos Jorge A.,Panam†,Panam†,Chilibre,FO,9.154997,-79.619812,18/07/17
2,593,Escuela Tom†s Arias,Panam†,Panam†,Chilibre,FO,9.174296,-79.611647,11/05/17
2,594,Escuela Villa Unida,Panam†,Panam†,Chilibre,FO,9.191468,-79.624003,05/06/17
2,595,I.P.T. Chilibre,Panam†,Panam†,Chilibre,FO,9.186953,-79.64523,17/07/17
2,596,Polic°a Nacional de Chilibre (Mar°a Eugenia),Panam†,Panam†,Chilibre,FO,9.151078,-79.619925,11/05/17
2,597,Area frente a Sinaproc - Base Curund£,Panam†,Panam†,Curund£,PMP,8.969998,-79.543967,18/07/17
2,598,Biblioteca del Fe y Alegria,Panam†,Panam†,Curund£,PMP,8.970739,-79.543089,31/05/17
2,600,Centro de salud Curundu,Panam†,Panam†,Curund£,PMP,8.970208,-79.543331,31/05/17
2,601,Escuela Artes y Oficios (Melchor Lasso de la Vega),Panam†,Panam†,Curund£,PMP,8.991987,-79.531715,11/07/17
2,602,Escuela Artes y Oficios (Melchor Lasso de la Vega) 2,Panam†,Panam†,Curund£,PMP,8.986772,-79.53536,01/06/17
2,603,Escuela Republica de Jamaica,Panam†,Panam†,Curund£,PMP,8.984607,-79.537029,01/06/17
2,604,Proyecto Curund£ Torre 1 Edificio A,Panam†,Panam†,Curund£,PMP,8.970222,-79.543705,26/06/17
2,605,Proyecto Curund£ Torre 1 Edificio B,Panam†,Panam†,Curund£,PMP,8.970222,-79.543705,26/06/17
2,606,Proyecto Curund£ Torre 1 Edificio C,Panam†,Panam†,Curund£,PMP,8.970222,-79.543705,29/06/17
2,607,Proyecto Curund£ Torre 10 Edificio A,Panam†,Panam†,Curund£,PMP,8.970461,-79.545573,26/06/17
2,608,Proyecto Curund£ Torre 10 Edificio B,Panam†,Panam†,Curund£,PMP,8.970461,-79.545573,26/06/17
2,609,Proyecto Curund£ Torre 10 Edificio C,Panam†,Panam†,Curund£,PMP,8.970461,-79.545573,29/06/17
2,610,Proyecto Curund£ Torre 11 Edificio A,Panam†,Panam†,Curund£,PMP,8.970047,-79.545063,26/06/17
2,611,Proyecto Curund£ Torre 11 Edificio B,Panam†,Panam†,Curund£,PMP,8.970047,-79.545063,26/06/17
2,612,Proyecto Curund£ Torre 12 Edificio A,Panam†,Panam†,Curund£,PMP,8.970108,-79.545532,26/06/17
2,613,Proyecto Curund£ Torre 12 Edificio B,Panam†,Panam†,Curund£,PMP,8.970108,-79.545532,26/06/17
2,614,Proyecto Curund£ Torre 12 Edificio C,Panam†,Panam†,Curund£,PMP,8.970108,-79.545532,30/06/17
2,615,Proyecto Curund£ Torre 13 Edificio A,Panam†,Panam†,Curund£,PMP,8.969581,-79.545777,30/06/17
2,616,Proyecto Curund£ Torre 13 Edificio B,Panam†,Panam†,Curund£,PMP,8.969581,-79.545777,30/06/17
2,617,Proyecto Curund£ Torre 14 Edificio A,Panam†,Panam†,Curund£,PMP,8.969347,-79.546184,30/06/17
2,618,Proyecto Curund£ Torre 14 Edificio B,Panam†,Panam†,Curund£,PMP,8.969347,-79.546184,26/06/17
2,619,Proyecto Curund£ Torre 15 Edificio A,Panam†,Panam†,Curund£,PMP,8.969196,-79.545965,18/07/17
